system,item,run,score
weak-1,task_049,2,0.6813
weak-1,task_049,3,0.639
weak-2,task_049,1,0.5126
weak-2,task_049,2,0.8055
weak-2,task_049,3,0.5356
weak-3,task_049,1,0.5546
weak-3,task_049,2,0.7226
weak-3,task_049,3,0.6702
strong-1,task_050,1,0.7496
strong-1,task_050,2,0.7649
strong-1,task_050,3,0.8197
strong-2,task_050,1,0.7892
strong-2,task_050,2,0.9083
strong-2,task_050,3,0.7091
strong-3,task_050,1,0.8771
strong-3,task_050,2,1.0
strong-3,task_050,3,0.8593
good-1,task_050,1,0.6695
good-1,task_050,2,0.6876
good-1,task_050,3,0.772
good-2,task_050,1,0.6985
good-2,task_050,2,0.903
good-2,task_050,3,0.5647
good-3,task_050,1,0.9475
good-3,task_050,2,0.5444
good-3,task_050,3,0.7627
fair-1,task_050,1,0.5581
fair-1,task_050,2,0.7674
fair-1,task_050,3,0.592
fair-2,task_050,1,0.5525
fair-2,task_050,2,0.6398
fair-2,task_050,3,0.632
fair-3,task_050,1,0.4643
fair-3,task_050,2,0.7272
fair-3,task_050,3,0.414
weak-1,task_050,1,0.6266
weak-1,task_050,2,0.4609
weak-1,task_050,3,0.602
weak-2,task_050,1,0.4311
weak-2,task_050,2,0.4099
weak-2,task_050,3,0.5689
weak-3,task_050,1,0.4329
weak-3,task_050,2,0.3269
weak-3,task_050,3,0.4876
strong-1,task_051,1,0.4352
strong-1,task_051,2,0.5852
strong-1,task_051,3,0.7384
strong-2,task_051,1,0.6926
strong-2,task_051,2,0.5869
strong-2,task_051,3,0.5684
strong-3,task_051,1,0.5518
strong-3,task_051,2,0.5165
strong-3,task_051,3,0.6257
good-1,task_051,1,0.4993
good-1,task_051,2,0.4747
good-1,task_051,3,0.5464
good-2,task_051,1,0.2946
good-2,task_051,2,0.7319
good-2,task_051,3,0.586
good-3,task_051,1,0.3634
good-3,task_051,2,0.5293
good-3,task_051,3,0.3925
fair-1,task_051,1,0.3673
fair-1,task_051,2,0.3282
fair-1,task_051,3,0.5468
fair-2,task_051,1,0.2154
fair-2,task_051,2,0.3877
fair-2,task_051,3,0.2453
fair-3,task_051,1,0.4244
fair-3,task_051,2,0.3917
fair-3,task_051,3,0.2719
weak-1,task_051,1,0.405
weak-1,task_051,2,0.4186
weak-1,task_051,3,0.1846
weak-2,task_051,1,0.3041
weak-2,task_051,2,0.2303
weak-2,task_051,3,0.2734
weak-3,task_051,1,0.4152
weak-3,task_051,2,0.2171
weak-3,task_051,3,0.4438
strong-1,task_052,1,0.7476
strong-1,task_052,2,0.769
strong-1,task_052,3,0.9871
strong-2,task_052,1,0.8096
strong-2,task_052,2,0.5558
strong-2,task_052,3,0.804
strong-3,task_052,1,0.6383
strong-3,task_052,2,0.5964
strong-3,task_052,3,0.6756
good-1,task_052,1,0.7452
good-1,task_052,2,0.5868
good-1,task_052,3,0.5551
good-2,task_052,1,0.6675
good-2,task_052,2,0.7538
good-2,task_052,3,0.6327
good-3,task_052,1,0.5656
good-3,task_052,2,0.4703
good-3,task_052,3,0.6239
fair-1,task_052,1,0.7122
fair-1,task_052,2,0.7295
fair-1,task_052,3,0.7062
fair-2,task_052,1,0.6
fair-2,task_052,2,0.6335
fair-2,task_052,3,0.7587
fair-3,task_052,1,0.5237
fair-3,task_052,2,0.6593
fair-3,task_052,3,0.4135
weak-1,task_052,1,0.5143
weak-1,task_052,2,0.3897
weak-1,task_052,3,0.3122
weak-2,task_052,1,0.5243
weak-2,task_052,2,0.3171
weak-2,task_052,3,0.3439
weak-3,task_052,1,0.6083
weak-3,task_052,2,0.3242
weak-3,task_052,3,0.3671
strong-1,task_053,1,0.8099
strong-1,task_053,2,0.9714
strong-1,task_053,3,0.6831
strong-2,task_053,1,1.0
strong-2,task_053,2,0.8583
strong-2,task_053,3,0.8502
strong-3,task_053,1,0.7864
strong-3,task_053,2,0.869
strong-3,task_053,3,1.0
good-1,task_053,1,0.8384
good-1,task_053,2,0.7125
good-1,task_053,3,0.7768
good-2,task_053,1,0.8738
good-2,task_053,2,0.8244
good-2,task_053,3,0.7867
good-3,task_053,1,0.8815
good-3,task_053,2,0.8548
good-3,task_053,3,0.6965
fair-1,task_053,1,0.5144
fair-1,task_053,2,0.7801
fair-1,task_053,3,0.9294
fair-2,task_053,1,0.6348
fair-2,task_053,2,0.7095
fair-2,task_053,3,0.874
fair-3,task_053,1,0.9164
fair-3,task_053,2,0.7322
fair-3,task_053,3,0.8625
weak-1,task_053,1,0.6276
weak-1,task_053,2,0.4839
weak-1,task_053,3,0.323
weak-2,task_053,1,0.445
weak-2,task_053,2,0.5857
weak-2,task_053,3,0.5912
weak-3,task_053,1,0.4898
weak-3,task_053,2,0.4507
weak-3,task_053,3,0.369
strong-1,task_054,1,0.389
strong-1,task_054,2,0.5604
strong-1,task_054,3,0.4006
strong-2,task_054,1,0.5722
strong-2,task_054,2,0.4861
strong-2,task_054,3,0.527
strong-3,task_054,1,0.8077
strong-3,task_054,2,0.5792
strong-3,task_054,3,0.5361
good-1,task_054,1,0.4848
good-1,task_054,2,0.3418
good-1,task_054,3,0.6512
good-2,task_054,1,0.5971
good-2,task_054,2,0.4453
good-2,task_054,3,0.5291
good-3,task_054,1,0.43
good-3,task_054,2,0.5475
good-3,task_054,3,0.3561
fair-1,task_054,1,0.4433
fair-1,task_054,2,0.579
fair-1,task_054,3,0.463
fair-2,task_054,1,0.349
fair-2,task_054,2,0.5183
fair-2,task_054,3,0.6284
fair-3,task_054,1,0.4943
fair-3,task_054,2,0.4246
fair-3,task_054,3,0.3256
weak-1,task_054,1,0.2818
weak-1,task_054,2,0.4453
weak-1,task_054,3,0.012
weak-2,task_054,1,0.3414
weak-2,task_054,2,0.2501
weak-2,task_054,3,0.4003
weak-3,task_054,1,0.2198
weak-3,task_054,2,0.0
weak-3,task_054,3,0.4529
strong-1,task_055,1,0.7157
strong-1,task_055,2,0.9313
strong-1,task_055,3,0.8292
strong-2,task_055,1,0.8389
strong-2,task_055,2,0.8584
strong-2,task_055,3,0.7832
strong-3,task_055,1,0.8637
strong-3,task_055,2,0.8771
strong-3,task_055,3,0.9314
good-1,task_055,1,0.787
good-1,task_055,2,0.8083
good-1,task_055,3,0.9193
good-2,task_055,1,0.674
good-2,task_055,2,0.7809
good-2,task_055,3,0.8258
good-3,task_055,1,0.8871
good-3,task_055,2,0.7662
good-3,task_055,3,0.7841
fair-1,task_055,1,0.6453
fair-1,task_055,2,0.8196
fair-1,task_055,3,0.6479
fair-2,task_055,1,0.7586
fair-2,task_055,2,0.672
fair-2,task_055,3,0.6866
fair-3,task_055,1,0.5487
fair-3,task_055,2,0.6895
fair-3,task_055,3,0.68
weak-1,task_055,1,0.34
weak-1,task_055,2,0.4218
weak-1,task_055,3,0.4533
weak-2,task_055,1,0.3351
weak-2,task_055,2,0.3693
weak-2,task_055,3,0.6649
weak-3,task_055,1,0.3899
weak-3,task_055,2,0.409
weak-3,task_055,3,0.3497
strong-1,task_056,1,0.9838
strong-1,task_056,2,0.9498
strong-1,task_056,3,0.8838
strong-2,task_056,1,0.858
strong-2,task_056,2,0.7947
strong-2,task_056,3,0.8175
strong-3,task_056,1,0.7746
strong-3,task_056,2,0.9212
strong-3,task_056,3,0.9249
good-1,task_056,1,0.8792
good-1,task_056,2,1.0
good-1,task_056,3,0.8566
good-2,task_056,1,0.8486
good-2,task_056,2,0.8892
good-2,task_056,3,0.6092
good-3,task_056,1,0.7793
good-3,task_056,2,0.6124
good-3,task_056,3,0.9523
fair-1,task_056,1,0.6345
fair-1,task_056,2,0.8838
fair-1,task_056,3,0.8055
fair-2,task_056,1,0.628
fair-2,task_056,2,0.5062
fair-2,task_056,3,0.5651
fair-3,task_056,1,0.803
fair-3,task_056,2,0.6534
fair-3,task_056,3,0.5258
weak-1,task_056,1,0.4841
weak-1,task_056,2,0.695
weak-1,task_056,3,0.6858
weak-2,task_056,1,0.4567
weak-2,task_056,2,0.5427
weak-2,task_056,3,0.5762
weak-3,task_056,1,0.3461
weak-3,task_056,2,0.4502
weak-3,task_056,3,0.4642
strong-1,task_057,1,0.9358
strong-1,task_057,2,0.8352
strong-1,task_057,3,0.7377
strong-2,task_057,1,0.927
strong-2,task_057,2,0.8207
strong-2,task_057,3,0.7563
strong-3,task_057,1,0.7566
strong-3,task_057,2,0.8668
strong-3,task_057,3,1.0
good-1,task_057,1,0.8022
good-1,task_057,2,0.9394
good-1,task_057,3,0.5743
good-2,task_057,1,0.7291
good-2,task_057,2,0.683
good-2,task_057,3,0.7912
good-3,task_057,1,0.9061
good-3,task_057,2,0.7613
good-3,task_057,3,0.6845
fair-1,task_057,1,0.8356
fair-1,task_057,2,0.6475
fair-1,task_057,3,0.7613
fair-2,task_057,1,0.6582
fair-2,task_057,2,0.7883
fair-2,task_057,3,0.6892
fair-3,task_057,1,0.8188
fair-3,task_057,2,0.7997
fair-3,task_057,3,0.9757
weak-1,task_057,1,0.5425
weak-1,task_057,2,0.4441
weak-1,task_057,3,0.4236
weak-2,task_057,1,0.4857
weak-2,task_057,2,0.5927
weak-2,task_057,3,0.4728
weak-3,task_057,1,0.7185
weak-3,task_057,2,0.5734
weak-3,task_057,3,0.4439
strong-1,task_058,1,0.5396
strong-1,task_058,2,0.5203
strong-1,task_058,3,0.6102
strong-2,task_058,1,0.4778
strong-2,task_058,2,0.7316
strong-2,task_058,3,0.5513
strong-3,task_058,1,0.5644
strong-3,task_058,2,0.6921
strong-3,task_058,3,0.5082
good-1,task_058,1,0.5204
good-1,task_058,2,0.7177
good-1,task_058,3,0.5658
good-2,task_058,1,0.5529
good-2,task_058,2,0.4681
good-2,task_058,3,0.4112
good-3,task_058,1,0.7129
good-3,task_058,2,0.5029
good-3,task_058,3,0.7293
fair-1,task_058,1,0.3553
fair-1,task_058,2,0.5686
fair-1,task_058,3,0.408
fair-2,task_058,1,0.4764
fair-2,task_058,2,0.5644
fair-2,task_058,3,0.4791
fair-3,task_058,1,0.5188
fair-3,task_058,2,0.2586
fair-3,task_058,3,0.3799
weak-1,task_058,1,0.4755
weak-1,task_058,2,0.2253
weak-1,task_058,3,0.2856
weak-2,task_058,1,0.2326
weak-2,task_058,2,0.1822
weak-2,task_058,3,0.0862
weak-3,task_058,1,0.1249
weak-3,task_058,2,0.4356
weak-3,task_058,3,0.2418
strong-1,task_059,1,0.5434
strong-1,task_059,2,0.5747
strong-1,task_059,3,0.7702
strong-2,task_059,1,0.5699
strong-2,task_059,2,0.6053
strong-2,task_059,3,0.5513
strong-3,task_059,1,0.5356
strong-3,task_059,2,0.8555
strong-3,task_059,3,0.6586
good-1,task_059,1,0.5688
good-1,task_059,2,0.538
good-1,task_059,3,0.6825
good-2,task_059,1,0.6109
good-2,task_059,2,0.6363
good-2,task_059,3,0.6192
good-3,task_059,1,0.5648
good-3,task_059,2,0.5512
good-3,task_059,3,0.4133
fair-1,task_059,1,0.46
fair-1,task_059,2,0.7521
fair-1,task_059,3,0.3778
fair-2,task_059,1,0.5146
fair-2,task_059,2,0.5511
fair-2,task_059,3,0.6455
fair-3,task_059,1,0.8065
fair-3,task_059,2,0.4705
fair-3,task_059,3,0.4176
weak-1,task_059,1,0.4507
weak-1,task_059,2,0.3576
weak-1,task_059,3,0.5548
weak-2,task_059,1,0.4139
weak-2,task_059,2,0.2606
weak-2,task_059,3,0.3125
weak-3,task_059,1,0.3807
weak-3,task_059,2,0.3892
weak-3,task_059,3,0.2094
