system,item,run,score
mistralai/ministral-8b-2512,gsm0141,a1_g1,1.0
openai/gpt-4o-mini,gsm0142,a1_g1,1.0
openai/gpt-4o-mini,gsm0141,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0142,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0142,a1_g1,1.0
openai/gpt-4.1-nano,gsm0143,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0143,a1_g1,0.0
meta-llama/llama-3.3-70b-instruct,gsm0143,a1_g1,1.0
openai/gpt-4o-mini,gsm0143,a1_g1,1.0
openai/gpt-4o-mini,gsm0144,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0144,a1_g1,1.0
openai/gpt-4.1-nano,gsm0144,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0142,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0144,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0143,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0143,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0141,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0144,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0144,a1_g1,1.0
openai/gpt-4.1-nano,gsm0145,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0145,a1_g1,1.0
openai/gpt-4o-mini,gsm0145,a1_g1,1.0
openai/gpt-4o-mini,gsm0146,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0145,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0145,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0146,a1_g1,1.0
openai/gpt-4.1-nano,gsm0146,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0146,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0146,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0146,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0147,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0145,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0147,a1_g1,1.0
openai/gpt-4.1-nano,gsm0147,a1_g1,0.0
openai/gpt-4.1-nano,gsm0148,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0148,a1_g1,1.0
openai/gpt-4o-mini,gsm0147,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0147,a1_g1,0.0
openai/gpt-4o-mini,gsm0148,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0148,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0148,a1_g1,1.0
openai/gpt-4.1-nano,gsm0149,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0149,a1_g1,1.0
openai/gpt-4o-mini,gsm0149,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0149,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0149,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0149,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0148,a1_g1,1.0
openai/gpt-4.1-nano,gsm0150,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0150,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0150,a1_g1,1.0
openai/gpt-4o-mini,gsm0150,a1_g1,1.0
openai/gpt-4o-mini,gsm0151,a1_g1,1.0
openai/gpt-4.1-nano,gsm0151,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0150,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0150,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0151,a1_g1,1.0
openai/gpt-4o-mini,gsm0152,a1_g1,1.0
openai/gpt-4.1-nano,gsm0152,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0151,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0152,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0151,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0152,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0153,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0152,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0151,a1_g1,1.0
openai/gpt-4.1-nano,gsm0153,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0152,a1_g1,1.0
openai/gpt-4o-mini,gsm0153,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0153,a1_g1,1.0
openai/gpt-4o-mini,gsm0154,a1_g1,1.0
openai/gpt-4.1-nano,gsm0154,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0154,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0153,a1_g1,0.0
meta-llama/llama-3.1-8b-instruct,gsm0153,a1_g1,0.0
openai/gpt-4.1-nano,gsm0155,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0154,a1_g1,1.0
openai/gpt-4o-mini,gsm0155,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0147,a1_g1,0.0
meta-llama/llama-3.1-8b-instruct,gsm0155,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0155,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0156,a1_g1,1.0
openai/gpt-4.1-nano,gsm0156,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0156,a1_g1,1.0
openai/gpt-4o-mini,gsm0156,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0155,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0154,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0156,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0156,a1_g1,1.0
openai/gpt-4o-mini,gsm0157,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0157,a1_g1,1.0
openai/gpt-4.1-nano,gsm0157,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0155,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0158,a1_g1,1.0
openai/gpt-4.1-nano,gsm0158,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0158,a1_g1,1.0
openai/gpt-4o-mini,gsm0158,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0157,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0158,a1_g1,1.0
openai/gpt-4o-mini,gsm0159,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0158,a1_g1,1.0
openai/gpt-4.1-nano,gsm0159,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0157,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0157,a1_g1,0.0
meta-llama/llama-3.1-8b-instruct,gsm0159,a1_g1,0.0
mistralai/ministral-8b-2512,gsm0159,a1_g1,1.0
openai/gpt-4.1-nano,gsm0160,a1_g1,1.0
openai/gpt-4o-mini,gsm0160,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0159,a1_g1,0.0
mistralai/ministral-8b-2512,gsm0160,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0160,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0160,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0159,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0160,a1_g1,1.0
openai/gpt-4.1-nano,gsm0161,a1_g1,1.0
openai/gpt-4o-mini,gsm0161,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0161,a1_g1,1.0
openai/gpt-4o-mini,gsm0162,a1_g1,1.0
openai/gpt-4.1-nano,gsm0162,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0154,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0161,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0162,a1_g1,0.0
qwen/qwen-2.5-7b-instruct,gsm0161,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0161,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0162,a1_g1,0.0
meta-llama/llama-3.1-8b-instruct,gsm0163,a1_g1,1.0
openai/gpt-4.1-nano,gsm0163,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0163,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0162,a1_g1,0.0
mistralai/ministral-8b-2512,gsm0163,a1_g1,1.0
openai/gpt-4o-mini,gsm0163,a1_g1,1.0
openai/gpt-4.1-nano,gsm0164,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0164,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0164,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0163,a1_g1,1.0
openai/gpt-4o-mini,gsm0164,a1_g1,1.0
openai/gpt-4.1-nano,gsm0165,a1_g1,0.0
mistralai/ministral-8b-2512,gsm0164,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0165,a1_g1,0.0
qwen/qwen-2.5-7b-instruct,gsm0164,a1_g1,1.0
openai/gpt-4o-mini,gsm0165,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0165,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0165,a1_g1,1.0
openai/gpt-4.1-nano,gsm0166,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0165,a1_g1,0.0
openai/gpt-4o-mini,gsm0166,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0166,a1_g1,1.0
openai/gpt-4o-mini,gsm0167,a1_g1,1.0
openai/gpt-4.1-nano,gsm0167,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0166,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0167,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0167,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0166,a1_g1,1.0
openai/gpt-4.1-nano,gsm0168,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0166,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0167,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0168,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0168,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0168,a1_g1,1.0
openai/gpt-4.1-nano,gsm0169,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0169,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0168,a1_g1,1.0
openai/gpt-4o-mini,gsm0168,a1_g1,1.0
openai/gpt-4o-mini,gsm0169,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0169,a1_g1,1.0
openai/gpt-4.1-nano,gsm0170,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0169,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0169,a1_g1,1.0
openai/gpt-4o-mini,gsm0170,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0167,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0170,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0171,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0170,a1_g1,1.0
openai/gpt-4.1-nano,gsm0171,a1_g1,1.0
openai/gpt-4o-mini,gsm0171,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0171,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0162,a1_g1,0.0
meta-llama/llama-3.1-8b-instruct,gsm0170,a1_g1,1.0
openai/gpt-4o-mini,gsm0172,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0171,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0171,a1_g1,1.0
openai/gpt-4.1-nano,gsm0172,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0172,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0170,a1_g1,1.0
openai/gpt-4.1-nano,gsm0173,a1_g1,1.0
openai/gpt-4o-mini,gsm0173,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0172,a1_g1,0.0
mistralai/ministral-8b-2512,gsm0172,a1_g1,0.0
qwen/qwen-2.5-7b-instruct,gsm0173,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0173,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0172,a1_g1,1.0
openai/gpt-4.1-nano,gsm0174,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0174,a1_g1,1.0
openai/gpt-4o-mini,gsm0174,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0174,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0174,a1_g1,0.0
openai/gpt-4o-mini,gsm0175,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0175,a1_g1,1.0
openai/gpt-4.1-nano,gsm0175,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0174,a1_g1,1.0
openai/gpt-4o-mini,gsm0176,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0175,a1_g1,1.0
openai/gpt-4.1-nano,gsm0176,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0176,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0175,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0175,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0177,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0176,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0176,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0173,a1_g1,1.0
openai/gpt-4o-mini,gsm0177,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0173,a1_g1,1.0
openai/gpt-4.1-nano,gsm0177,a1_g1,1.0
openai/gpt-4.1-nano,gsm0178,a1_g1,1.0
openai/gpt-4o-mini,gsm0178,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0176,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0177,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0178,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0179,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0178,a1_g1,1.0
openai/gpt-4o-mini,gsm0179,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0179,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0177,a1_g1,1.0
openai/gpt-4.1-nano,gsm0179,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0179,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0178,a1_g1,1.0
openai/gpt-4.1-nano,gsm0180,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0179,a1_g1,1.0
openai/gpt-4o-mini,gsm0180,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0180,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0177,a1_g1,0.0
mistralai/ministral-8b-2512,gsm0180,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0181,a1_g1,1.0
openai/gpt-4o-mini,gsm0181,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0180,a1_g1,1.0
openai/gpt-4.1-nano,gsm0181,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0178,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0181,a1_g1,0.0
mistralai/ministral-8b-2512,gsm0181,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0180,a1_g1,1.0
openai/gpt-4.1-nano,gsm0182,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0182,a1_g1,1.0
openai/gpt-4o-mini,gsm0182,a1_g1,1.0
openai/gpt-4.1-nano,gsm0183,a1_g1,1.0
openai/gpt-4o-mini,gsm0183,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0183,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0182,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0181,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0182,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0182,a1_g1,0.0
meta-llama/llama-3.1-8b-instruct,gsm0183,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0183,a1_g1,1.0
openai/gpt-4.1-nano,gsm0184,a1_g1,0.0
mistralai/ministral-8b-2512,gsm0183,a1_g1,1.0
openai/gpt-4o-mini,gsm0184,a1_g1,1.0
openai/gpt-4o-mini,gsm0185,a1_g1,1.0
openai/gpt-4.1-nano,gsm0185,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0185,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0185,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0185,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0184,a1_g1,0.0
meta-llama/llama-3.3-70b-instruct,gsm0185,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0184,a1_g1,1.0
openai/gpt-4.1-nano,gsm0186,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0184,a1_g1,0.0
mistralai/ministral-8b-2512,gsm0186,a1_g1,0.0
meta-llama/llama-3.3-70b-instruct,gsm0187,a1_g1,0.0
openai/gpt-4o-mini,gsm0187,a1_g1,0.0
openai/gpt-4.1-nano,gsm0187,a1_g1,0.0
qwen/qwen-2.5-7b-instruct,gsm0186,a1_g1,1.0
openai/gpt-4o-mini,gsm0186,a1_g1,0.0
meta-llama/llama-3.1-8b-instruct,gsm0186,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0187,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0187,a1_g1,0.0
openai/gpt-4o-mini,gsm0188,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0188,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0188,a1_g1,1.0
openai/gpt-4.1-nano,gsm0188,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0187,a1_g1,0.0
mistralai/ministral-8b-2512,gsm0188,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0189,a1_g1,1.0
openai/gpt-4.1-nano,gsm0189,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0184,a1_g1,0.0
meta-llama/llama-3.1-8b-instruct,gsm0189,a1_g1,1.0
openai/gpt-4o-mini,gsm0189,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0189,a1_g1,1.0
openai/gpt-4.1-nano,gsm0190,a1_g1,1.0
openai/gpt-4o-mini,gsm0190,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0188,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0190,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0190,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0189,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0190,a1_g1,1.0
openai/gpt-4.1-nano,gsm0191,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0191,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0191,a1_g1,1.0
openai/gpt-4o-mini,gsm0191,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0191,a1_g1,1.0
openai/gpt-4.1-nano,gsm0192,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0192,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0191,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0192,a1_g1,1.0
openai/gpt-4o-mini,gsm0192,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0186,a1_g1,1.0
openai/gpt-4.1-nano,gsm0193,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0192,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0193,a1_g1,1.0
openai/gpt-4o-mini,gsm0193,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0194,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0193,a1_g1,1.0
openai/gpt-4.1-nano,gsm0194,a1_g1,1.0
openai/gpt-4o-mini,gsm0194,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0193,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0194,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0190,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0193,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0194,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0195,a1_g1,1.0
openai/gpt-4.1-nano,gsm0195,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0192,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0195,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0194,a1_g1,1.0
openai/gpt-4.1-nano,gsm0196,a1_g1,1.0
openai/gpt-4o-mini,gsm0195,a1_g1,1.0
openai/gpt-4o-mini,gsm0196,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0195,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0195,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0196,a1_g1,1.0
openai/gpt-4.1-nano,gsm0197,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0197,a1_g1,1.0
openai/gpt-4o-mini,gsm0197,a1_g1,0.0
qwen/qwen-2.5-7b-instruct,gsm0197,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0196,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0197,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0196,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0197,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0198,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0198,a1_g1,1.0
openai/gpt-4.1-nano,gsm0198,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0198,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0196,a1_g1,1.0
openai/gpt-4o-mini,gsm0198,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0199,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0198,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0199,a1_g1,1.0
openai/gpt-4o-mini,gsm0199,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0199,a1_g1,1.0
openai/gpt-4.1-nano,gsm0199,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0199,a1_g1,1.0
